k,mean_logit_fraction,sd_logit_fraction
0.0,1.0,0.0
0.1,0.9713131189346313,0.15635143220424652
0.2,0.9162400960922241,0.2771066129207611
0.30000000000000004,0.8276811838150024,0.36034753918647766
0.4,0.7398982048034668,0.41394203901290894
0.5,0.6290693283081055,0.4328998625278473
0.6,0.5077099800109863,0.45251160860061646
0.7000000000000001,0.36016741394996643,0.4355222284793854
0.8,0.22414036095142365,0.3827352523803711
0.9,0.11363442987203598,0.3042781352996826
1.0,0.001416445360518992,0.0033497605472803116
